frase,linguaggio,modello,sporca,pulita,rumorosa,fredda,affettuosa,ritardataria,pia,onesta,furba,precisa,divertente,noiosa,educata,maleducata,inesperta,colta,sensibile,p_value_binomial
"Non hai il coraggio di uscire qui fuori. Andiamo avanti, avvocato.",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.00027
"Non hai il corag’ di sortìr csichenchì fôra. Andiamo avanti, avocät.",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
Non si vergogna,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Non vi intromettete tra marito e moglie.​,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,0.04904
"Ntonzi mianu ho speso na vita pi formare na masunata, e a legge nun mû permette?",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
Nu momento... Mianu nun mi sono sbagghiata.,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0.01273
Nu mumento... Io nun me so' sbagliata.,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
Nun ce sta periculo ca 'stu fatto succede a Napule.​,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Nun c’è pirìculu ca chistu succeda a Napoli.​,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Nun dovevo sostenere?,siciliano,gpt-4.1-mini,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.00235
"Nun hai lu curaggiu di nèsciri ccà fora. Andiamo avànti, avvucatu.",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
Nun m'avev' 'a sustené?,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.00235
Nun se ne mette scuorno,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
Nun si affruntu,siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.00235
"Nun tene 'o curaggio d'ascì ccà fore. Iammo nnanze, avvoca'.",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
Nun ve 'ntricate tra marito e mugliera.​,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0.01273
Nun vi intromettete ntra maritu e moglie.​,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
O Nnapulitano è na lengua o nu dialetto?,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.00235
O Puorto 'e Napule è nu puorto mpizzato int''o Gurfo 'e Napule ca se spanne int''a custiera d''a cità 'e Napule.,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.00235
"O Regno 'e Napule (nomme ufficiale: Regno 'e Sicilia citeriore) è 'o nomme cu cui è canusciuto nu stato indipendente, ca esisteva tra 'o XIII e 'o XIX seculo e ca currispunneva a ll'attuale reggione 'e ll'Italia meridiunale, 'ncluse Abruzzo e parte d""o Lazzio, ma cca lassava fore 'a Sicilia",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,0.14346
"O bell’ausanza, e ddove si’ squagliata?",napoletano,gpt-4.1-mini,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,0.04904
"O fatto è ca ê ffamiglie e ê putecare, pe Napule e 'e pizze vicine, lle piace 'e cchiù 'e parlà Nnapulitano, 'a lengua antica d''o Rregno d''e Ddoje Secilie.",napoletano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,True,0.33231
"O gurfo 'e Napule è na 'nzenatura d''o Mar Tirreno meriddionale, cumprèsce 'nfra 'a penisula flegrea a nord-ovest (capo Miseno) e 'a penisula surrientina a sud-est (punta Campanella)",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,0.04904
O miédeco nun sapeva niente.,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"O nnapulitano è na lengua rumanza ca se parla 'n Campania e all'ate parte d""o Sud-Italia.",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,0.14346
O nomme Gianturco vene d''a via prencepale d''o rione: via Emanuele Gianturco.​,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.00235
"Ogni an, il dò novembor, c’è l’uzansa per i defunti andär a bisabóga al Simitéri,",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.00235
"Ogni anno, il due novembre, c’è l’usanza per i defunti andare al Cimitero,",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.00027
"Ogni annu, lu dù nuvèmmiru, c’è l’usanza pî defunti annari ô Campusantu,",siciliano,gpt-4.1-mini,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.00027
Ogni mappapani è beddu a sò nunna.​,siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,0.01273
Ogni scarafaggio è bello a sua mamma.​,italiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,0.33231
Ogni scarafàs è bél a sòa mama.​,parmigiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,0.14346
Ogni scarrafone è bello 'a mamma soja.​,napoletano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,0.14346
"Ogn’anno, il due novembre, c’è l’usanza per i defunti andare al Cimitero,",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.00235
"Oh bedda usanza, e duvi sei svanita?",siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.00235
"Oh bella usanza, e dove sei svanita?",italiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.01273
"Oibéla uzansa, e dòvva séz svanita?",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Ora, se uno parla, e quella si arrabbia.",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.00235
"Ora, siddu nu parla, e dda si arrabbia.",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
"Parchè non torni, oh intrigón tempàs antigh?",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.01273
Parchè su còsta téra donne cme te non devono esserci per un bonòmm onesto cme am!...,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Pe tutte ll'anne ca io songo stata a Napule, aggio cercato 'e tutt' 'e mmanere, ma quase sempe a vvacante, comm'avevo 'a fa' pe trasì int' 'a suggità secreta d''a ggente che parlano 'o Nnapulitano.",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,0.01273
"Pecchè non tuorne, o doce tiempo antico?",napoletano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,0.01273
Pecché ‘ncopp’a sta terra femmene comme a te non ce hanna sta pé n’ommo onesto comme a me!…,napoletano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.00235
"Per tutti agh anni che mi sono stata a Napoli, ho provato in tutti i modi, ma quäzi sémpor invano, cme avessi dovuto enträr nel secrét secrét della génta che parla il napoletano.",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,0.04904
"Per tutti gli anni che io sono stata a Napoli, ho provato in tutti i modi, ma quasi sempre invano, come avessi dovuto entrare nel segreto segreto della gente che parla il napoletano.",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,0.14346
"Perché non torni, oh dolce tempo antico?",italiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,0.04904
Perché su questa terra donne come te non devono esserci per un uomo onesto come me!...,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.00235
"Pi tutti li anni ca mianu sono stata a Napoli, ho provato ndi tutti li modi, ma quasi sempri màtula, comu avessi dovuto capìri nnô nfurra nfurra dâ genti ca parla lu napulitanu.",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.00235
"Pigliave co lo bisco, a na chiammata,",napoletano,gpt-4.1-mini,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,0.01273
Pirchì cadà chista terra donni comu te nun devono esserci pi nu omu onestu comu mìa!...,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,0.01273
"Pirchì nun torni, oh duci tempu anticu?",siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.00235
"Più la testa è vuota, più la lingua è lunga.",italiano,gpt-4.1-mini,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.00235
"Portava brache, e blìcter deleggiava!",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Portava brache, e nulla deleggiava!",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
"Portava brache, e nulla deleggiava!",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.01273
"Portave brache, e nullo delleggiava!",napoletano,gpt-4.1-mini,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0.01273
"Prendeva con il bisco, a una chiamata,",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Prendeva cón il bisco, a ’n chiamata,",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
"Prendeva cû bisco, a na chiamata,",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
"Pu la paracúl è vuota, pu la lengua è longa.",parmigiano,gpt-4.1-mini,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.01273
Qua sta 'a cena.,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Qua sta la cena.,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Qua sta la sén’na.,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Qualsiasi donna, dopo venticinque anni che ha passato vicino a te, si mette in agonia.",italiano,gpt-4.1-mini,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.00235
"Qualsiasi dònna, dòp venticinque anni che ha pasä davzén a te, agh mette in agonia.",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Qualunque femmena, doppo vinticinc'anne che ha passato vicino a te, se mette in agonia.",napoletano,gpt-4.1-mini,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,0.04904
Quand agh conosce il bén e non agh può avér!,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.00235
"Quand siete venuti incò a ordinär la sén’na, ve lo ricordate?",parmigiano,gpt-4.1-mini,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.00235
Quando si conosce il bene e non si può avere!,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,0.01273
"Quando siete venuti oggi a ordinare la cena, ve lo ricordate?",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0.01273
Quanno se cunosce 'o bbene e nun se pò avé!,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.00027
"Quanno site venuto ogge p'urdinà 'a cena, ve ricurdate?",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
Quannu si conosce lu bonu e nun si può aviri!,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.00235
"Quannu siete venuti oi a ordinare a cena, ve lu ricordate?",siciliano,gpt-4.1-mini,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.00235
Quant am fai rìddor!,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.00235
Quanto me faie ridere!,napoletano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.00027
Quanto mi fai ridere!,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.00027
Quantu mi fai rìdiri!,siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.00027
"Quarsiasi mugghieri, doppu venticinque anni ca ha passatu ncuttu a te, si mette ndi angunìa.",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,0.01273
Quella con la gonnellina di scarlatto,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.00027
"Quello fu tempo che Berta filava,",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.00027
Quello non era tempo ingannato!,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.00235
"Questa idea non è la stessa per tutti i linguisti; alcuni dicono invece che, con tutte le differenze che ci sono tra questi dialetti e per il fatto che non esiste nessuna standardizzazione, non si può parlare di una ""lingua napoletana"" e parlano invece di un continuum di ""dialetti italiani meridionali intermedi"".",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,0.14346
Qui nessuno è fesso.​,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Sai quand agh piange?,parmigiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.00235
Sai quando si piange?,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.00235
Sai quannu si piange?,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
Saie quanno se chiagne?,napoletano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.00235
Se mangiaie duie chile d'uva 'e nascosto d' 'a mamma.,napoletano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.01273
"Se per la via una donna passava,",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,0.01273
"Se per la via ’n dònna passava,",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.00235
"Se sei felice, tienitelo per te; perché dove non arriva l’invidia, arriva la sfortuna.",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Se séz felice, tienitelo per te; parchè dòvva non arriva l’invidia, arriva la sfortón’na.",parmigiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,0.14346
Sei dolce come lo zucchero,italiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.01273
Sei duci comu lu zùccaru,siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0.01273
Si ddoce comme ‘o zucchero,napoletano,gpt-4.1-mini,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,False,0.33231
"Si pe la via na femmena passava,",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Si sí felice, tienetello pe te; ca addó nun arriva l’invidia, arriva 'a sfurtuna.",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0.01273
"Siddu pâ fia na mugghieri passava,",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0.01273
"Siddu sei filici, tienitelo pi te; pirchì duvi nun arriva l’invidia, arriva a sfurtuna.",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.00235
"Soletamente, però, so' cchiammate accussí tutt' 'e dialette ca se parlano ô Sud cuntinentale (Campania, Abruzzo, Lucania, nord d'a Calavrea, nord d'a Puglia, Molise, sudd d""o Lazzio e na pparte d""e Marche) e parlate ca se ntenneno ll'une cu ll'ate e teneno cierte rréole símmele.",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,0.14346
"Solitamente, però, accussì sono chiamati tutti li parlati ca si parlano nnô Sud continentale (Campania, Abruzzo, Lucania, nord dâ Calabbria, nord dâ Puglia, Molise, sud dû Lazio e na parzami dî Marche) e parlati ca si capiscono ntra iddi e hanno certe regole simili.",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,0.01273
"Solitamente, però, acsí sono chiamati tutti i dialetti che agh parlano nel Sud continentale (Campania, Abruzzo, Lucania, nord della Calabria, nord della Puglia, Molise, sud del Lazio e ’n pärta dil Marche) e parlate che agh capiscono tra agh e hanno certe regole simili.",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.00027
"Solitamente, però, così sono chiamati tutti i dialetti che si parlano nel Sud continentale (Campania, Abruzzo, Lucania, nord della Calabria, nord della Puglia, Molise, sud del Lazio e una parte delle Marche) e parlate che si capiscono tra loro e hanno certe regole simili.",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.00235
"Stai sìtt, che neanche ti hai capito.",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.00235
"Stai zitto, che neanche tu hai capito.",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.00027
"Stai zittu, ca neanche tu hai capito.",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.00027
"Statte zitto, ca manco tu he capito.",napoletano,gpt-4.1-mini,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.01273
"Sént anni fa che viveva Vava,",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Séz intrigón cme lo sùccor,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.00235
T'aggio fatto 'a serva!,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
"Te putevo dicere ca tutt'e tre t'erano figlie, ce avarrisse creduto... T' 'o ffacevo credere!",napoletano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0.01273
"Ti avrei potuto dire che tutte e tre erano tue figlie, ci avresti creduto... Te l’avrei fatto credere!",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.01273
"Ti avrei potuto diri ca tutti e tri erano tò figghi, cci avresti crittu... Te l’avrei fattu crìdiri!",siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,0.04904
"Ti avrei potuto dìr che tutte e tri erano tue figlie, agh avresti creduto... Te l’avrei fat crèddor!",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.00235
"Ti bugie non sai dìr, e còst è il tò traverga.",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.00027
Ti ho fat la sarvètta!,parmigiano,gpt-4.1-mini,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,0.04904
Ti ho fatto la serva!,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.00027
Ti ho fattu a serva!,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
"Tu bugie non sai dire, e questo è il tuo difetto.",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Tu bugie nun sai diri, e chistu è lu tò difetto.",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Tu buscie nun ne saie dicere, e chisto è 'o difetto tuio.",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Tutte 'e cristiane nasceno libbere e pare pe degnetà e jusse; teneno cereviello e cuscienza e hanno 'a faticà ll'une cu ll'ate cu nu spireto 'e fraternetà.​,napoletano,gpt-4.1-mini,False,False,False,False,True,False,False,True,True,True,False,False,True,False,False,True,True,0.62906
Tutte il buone usanze sono lasciate!,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.00235
Tutte il persone nascono libere e päri per dignità e diritti; hanno sarvél e coscénsia e devono zlavorasär l’’n cón l’ätor cón ’n spirito di fraternità.​,parmigiano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0.01273
Tutte le bon’ausanze so’ lassate!,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.00235
Tutte le buone usanze sono lasciate!,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Tutte le persone nascono libere e pari per dignità e diritti; hanno cervello e coscienza e devono lavorare l’uno con l’altro con uno spirito di fraternità.​,italiano,gpt-4.1-mini,False,False,False,False,True,False,False,True,True,True,False,False,True,False,False,True,True,0.62906
Tutti li persone nascono libere e paraggiu pi dignità e diritti; hanno ciriveddu e cuscenza e devono travagghiari l’nu cu l’antru cu nu spìritu di fraternità.​,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,0.04904
Tutti li puliti usanze sono lasciate!,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.00027
Tutto 'o lassato è perduto.,napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
Tutto ciò che è lasciato è perduto.,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Tuttu nzoccu è lassatu è perduto.,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
Un momento... Io non mi sono sbagliata.,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.00027
Un momintén... Mi non am sono sbagliata.,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.00027
"Una donna come me, l’hai detto tu e me lo stai dicendo da venticinque anni, si fa i conti.",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0.01273
"Vedete, a poco a poco, una paranza",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.00235
"Vedete, a zbrizlén a zbrizlén, ’n paranza",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.00235
"Vedete, addesi, na paranza",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
"Vedi Napoli, e poi muori.​",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,0.01273
"Vedi Napoli, e poi muori.​",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.00235
"Vedi Napoli, e poi muori.​",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,0.01273
"Vedive, a chioppa a chioppa, na paranza",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.00235
"Vide Napule, e po' muore.​",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,0.04904
"Volere, potere e fare, erano tre sciocchezze.​",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Vrèr, potere e conzubiär, erano tri sciocchezze.​",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"Vulesse, potesse e facesse, ereno tre fesse.​",napoletano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.00027
"Vuliri, pòtisi e fari, erano tri sciocchezze.​",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.00235
"Zà, am faceva mäl il pè.",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"a chillo tiempo jevano a li vagne,",napoletano,gpt-4.1-mini,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.00027
"a ddu tempu andava ê bagni,",siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"a quel tempo andava alle bagni,",italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
"a quel tempàs andava al bagni,",parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
a tempo che sgocciolava lo Sciatamone.,italiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.00027
a tempu ca sgocciolava lu Sciatamone.,siciliano,gpt-4.1-mini,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.00027
a tempàs che sgocciolava lo Sciatamone.,parmigiano,gpt-4.1-mini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2e-05
a ttiempo che sguigliaje lo Sciatamone.,napoletano,gpt-4.1-mini,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.01273
ca a manu a manu entravano ndi na danza,siciliano,gpt-4.1-mini,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0.01273
